TRP: S, Date: 2023-05-23, Callsign: SV2/DH7IF/P, Grid locator: KN11pc, Coord: (41.08, 23.15)
TRP: S, Date: 2024-01-13, Callsign: 9K2YM, Grid locator: LL39, Coord: (29.0, 45.9)
TRP: S, Date: 2023-03-21, Callsign: 9X3SE/P, Grid locator: KI58ba, Coord: (-2.0, 29.979999999999997)
TRP: S, Date: 2023-03-21, Callsign: A41CK, Grid locator: LL93GO, Coord: (23.58, 58.4)
TRP: S, Date: 2024-01-13, Callsign: A65BP, Grid locator: LL75SM, Coord: (25.5, 55.4)
TRP: S, Date: 2023-03-21, Callsign: A65GC, Grid locator: LL74EL, Coord: (24.46, 54.23)
TRP: S, Date: 2024-01-13, Callsign: A68A, Grid locator: LL75SH, Coord: (25.29, 55.4)
TRP: S, Date: 2023-08-31, Callsign: A68A/P, Grid locator: LL75TI, Coord: (25.33, 55.48)
TRP: S, Date: 2024-01-13, Callsign: A71UN/P, Grid locator: LL54, Coord: (24.0, 49.9)
TRP: S, Date: 2024-01-13, Callsign: A75GT, Grid locator: LL55SH, Coord: (25.29, 51.4)
TRP: S, Date: 2023-03-21, Callsign: AP2MS, Grid locator: ML34, Coord: (24.0, 65.9)
TRP: S, Date: 2023-03-21, Callsign: AT4VD, Grid locator: ML88pq, Coord: (28.67, 77.15)
TRP: S, Date: 2023-03-21, Callsign: CT7AOV/P, Grid locator: IM67CQ, Coord: (37.67, -7.93)
TRP: S, Date: 2023-03-21, Callsign: CU3AN, Grid locator: HM68IQ, Coord: (38.67, -27.43)
TRP: S, Date: 2023-03-21, Callsign: D44TWO, Grid locator: HK85GB, Coord: (15.04, -23.6)
TRP: S, Date: 2023-03-21, Callsign: D4T, Grid locator: HK86NO, Coord: (16.58, -23.020000000000003)
TRP: S, Date: 2023-03-21, Callsign: DB8TF, Grid locator: JN48, Coord: (48.0, 7.9)
TRP: S, Date: 2023-03-21, Callsign: DF2PI, Grid locator: JN49, Coord: (49.0, 7.9)
TRP: S, Date: 2023-03-21, Callsign: DF5KT, Grid locator: JO30, Coord: (50.0, 5.9)
TRP: S, Date: 2024-01-13, Callsign: DG7LAZ, Grid locator: JO43, Coord: (53.0, 7.9)
TRP: S, Date: 2023-03-21, Callsign: DG7MHR, Grid locator: JN57DR, Coord: (47.71, 10.15)
TRP: S, Date: 2023-03-21, Callsign: DG7YEO, Grid locator: JO31, Coord: (51.0, 5.9)
TRP: S, Date: 2023-03-21, Callsign: DG9BFC, Grid locator: JO42JP, Coord: (52.62, 8.65)
TRP: S, Date: 2024-01-13, Callsign: DJ6OI, Grid locator: JO41TP, Coord: (51.62, 9.48)
TRP: S, Date: 2023-03-21, Callsign: DK2TX, Grid locator: JO32ma, Coord: (52.0, 6.9)
TRP: S, Date: 2024-01-13, Callsign: DK3AX, Grid locator: JN59DV, Coord: (49.88, 10.15)
TRP: S, Date: 2023-03-21, Callsign: DK4VC, Grid locator: JO54KH, Coord: (54.29, 10.73)
TRP: S, Date: 2023-03-21, Callsign: DL25KYF, Grid locator: JO32ma, Coord: (52.0, 6.9)
TRP: S, Date: 2023-03-21, Callsign: DL4YCC, Grid locator: JO41, Coord: (51.0, 7.9)
TRP: S, Date: 2023-03-21, Callsign: DL4YHF, Grid locator: JO42FD, Coord: (52.12, 8.32)
TRP: S, Date: 2023-10-28, Callsign: DL50DAH, Grid locator: JN58QG, Coord: (48.25, 11.23)
TRP: S, Date: 2023-03-21, Callsign: DL5OCD, Grid locator: JO42, Coord: (52.0, 7.9)
TRP: S, Date: 2024-01-13, Callsign: DL6GBM, Grid locator: JN48, Coord: (48.0, 7.9)
TRP: S, Date: 2023-03-21, Callsign: DL6IAN, Grid locator: JN49, Coord: (49.0, 7.9)
TRP: S, Date: 2023-03-21, Callsign: DL6JZ, Grid locator: JO61UA, Coord: (51.0, 13.57)
TRP: S, Date: 2023-03-21, Callsign: DL8GAP, Grid locator: JN48EI, Coord: (48.33, 8.23)
TRP: S, Date: 2024-01-13, Callsign: DP0POL/MM, Grid locator: GE59, Coord: (-41.0, -50.1)
TRP: S, Date: 2023-03-21, Callsign: EA1BO, Grid locator: IN80dj, Coord: (40.38, -3.85)
TRP: S, Date: 2024-01-13, Callsign: EA1U, Grid locator: IN83GJ, Coord: (43.38, -3.6)
TRP: S, Date: 2023-03-21, Callsign: EA2AA, Grid locator: IN83MI, Coord: (43.33, -3.1)
TRP: S, Date: 2023-03-21, Callsign: EA6SX, Grid locator: JM19, Coord: (39.0, 1.9)
TRP: S, Date: 2023-03-21, Callsign: EA7KJW, Grid locator: IM66VO, Coord: (36.58, -6.35)
TRP: S, Date: 2023-03-21, Callsign: EA8DHA, Grid locator: IL18, Coord: (28.0, -18.1)
TRP: S, Date: 2024-01-13, Callsign: EA9E, Grid locator: IM75HW, Coord: (35.92, -5.52)
TRP: S, Date: 2023-03-21, Callsign: EG8GCC, Grid locator: IL18ul, Coord: (28.46, -16.43)
TRP: S, Date: 2023-03-21, Callsign: EI3DP, Grid locator: IO51VV, Coord: (51.88, -8.35)
TRP: S, Date: 2023-03-21, Callsign: EI4HT, Grid locator: IO51, Coord: (51.0, -10.1)
TRP: S, Date: 2024-01-13, Callsign: F5OMU, Grid locator: IN94KN, Coord: (44.54, -1.27)
TRP: S, Date: 2023-03-21, Callsign: F6BFH, Grid locator: JN09NK, Coord: (49.42, 0.9800000000000001)
TRP: S, Date: 2023-03-21, Callsign: F6GLJ, Grid locator: IN94QS, Coord: (44.75, -0.77)
TRP: S, Date: 2023-03-21, Callsign: F6HRP, Grid locator: IN88, Coord: (48.0, -4.1)
TRP: S, Date: 2023-03-21, Callsign: F8CDM, Grid locator: JN07, Coord: (47.0, -0.1)
TRP: S, Date: 2023-03-21, Callsign: F9IE, Grid locator: IN86WW, Coord: (46.92, -2.27)
TRP: S, Date: 2023-03-21, Callsign: FT8WW, Grid locator: LE53, Coord: (-47.0, 49.9)
TRP: S, Date: 2023-03-21, Callsign: G4VFL, Grid locator: IO84FL, Coord: (54.46, -3.68)
TRP: S, Date: 2023-03-21, Callsign: G4VFL/P, Grid locator: IO82XX, Coord: (52.96, -2.18)
TRP: S, Date: 2024-01-13, Callsign: GW8TIX, Grid locator: IO81IR, Coord: (51.71, -3.43)
TRP: S, Date: 2023-03-21, Callsign: HA6NM, Grid locator: JN98PB, Coord: (48.04, 19.15)
TRP: S, Date: 2023-03-21, Callsign: HB9AOF, Grid locator: JN36, Coord: (46.0, 5.9)
TRP: S, Date: 2023-03-21, Callsign: I1BEP, Grid locator: JN34VR, Coord: (44.71, 7.65)
TRP: S, Date: 2023-03-21, Callsign: I4MKN, Grid locator: JN64, Coord: (44.0, 11.9)
TRP: S, Date: 2023-10-28, Callsign: I6IBE, Grid locator: JN62, Coord: (42.0, 11.9)
TRP: S, Date: 2023-03-21, Callsign: II3BRU, Grid locator: JN56, Coord: (46.0, 9.9)
TRP: S, Date: 2023-03-21, Callsign: II4ANC, Grid locator: JN54aa, Coord: (44.0, 9.9)
TRP: S, Date: 2023-03-21, Callsign: II4STL, Grid locator: JN54, Coord: (44.0, 9.9)
TRP: S, Date: 2023-03-21, Callsign: II4TRN, Grid locator: JN54, Coord: (44.0, 9.9)
TRP: S, Date: 2023-03-21, Callsign: IK0WMJ, Grid locator: JN61GW, Coord: (41.92, 12.4)
TRP: S, Date: 2023-03-21, Callsign: IK1IYU, Grid locator: JN44CT, Coord: (44.79, 8.07)
TRP: S, Date: 2024-01-13, Callsign: IK2GRA, Grid locator: JN54NX, Coord: (44.96, 10.98)
TRP: S, Date: 2023-03-21, Callsign: IK4DRY, Grid locator: JN64, Coord: (44.0, 11.9)
TRP: S, Date: 2023-09-10, Callsign: IK5ZVE, Grid locator: JN53FU, Coord: (43.83, 10.32)
TRP: S, Date: 2023-03-21, Callsign: IK8YTA, Grid locator: JN70, Coord: (40.0, 13.9)
TRP: S, Date: 2023-03-21, Callsign: IQ0AAI, Grid locator: JN40GO, Coord: (40.58, 8.4)
TRP: S, Date: 2023-03-21, Callsign: IQ2MI, Grid locator: JN45NL, Coord: (45.46, 8.98)
TRP: S, Date: 2023-03-21, Callsign: IU5KZL, Grid locator: JN53, Coord: (43.0, 9.9)
TRP: S, Date: 2023-03-21, Callsign: IW1CAB, Grid locator: JN35PR, Coord: (45.71, 7.15)
TRP: S, Date: 2023-08-27, Callsign: IZ1ERR, Grid locator: JN35, Coord: (45.0, 5.9)
TRP: S, Date: 2023-03-21, Callsign: IZ5ILX, Grid locator: JN54, Coord: (44.0, 9.9)
TRP: S, Date: 2024-01-13, Callsign: IZ6JPK, Grid locator: JN63PH, Coord: (43.29, 13.15)
TRP: S, Date: 2023-03-21, Callsign: LA6OJ, Grid locator: JO38HH, Coord: (58.29, 6.48)
TRP: S, Date: 2023-03-21, Callsign: LU/PY5ZUE, Grid locator: GG33, Coord: (-27.0, -54.1)
TRP: S, Date: 2023-03-21, Callsign: LY5VP, Grid locator: KO15, Coord: (55.0, 21.9)
TRP: S, Date: 2023-03-21, Callsign: M0GIW, Grid locator: IO91wm, Coord: (51.5, -0.27)
TRP: S, Date: 2023-03-21, Callsign: OE3EMC, Grid locator: JN78, Coord: (48.0, 13.9)
TRP: S, Date: 2023-03-21, Callsign: OE5VLL, Grid locator: JN78FC, Coord: (48.08, 14.32)
TRP: S, Date: 2023-03-21, Callsign: OH5LK, Grid locator: KP20LF, Coord: (60.21, 24.82)
TRP: S, Date: 2023-03-21, Callsign: OH6KTL, Grid locator: KP02OJ, Coord: (62.38, 21.07)
TRP: S, Date: 2023-03-21, Callsign: OH7XI, Grid locator: KP52, Coord: (62.0, 29.9)
TRP: S, Date: 2023-03-21, Callsign: OK7TB, Grid locator: JO70, Coord: (50.0, 13.9)
TRP: S, Date: 2023-03-21, Callsign: OM2JU, Grid locator: JN88WO, Coord: (48.58, 17.729999999999997)
TRP: S, Date: 2023-03-21, Callsign: OM2ZZ, Grid locator: JN88MG, Coord: (48.25, 16.9)
TRP: S, Date: 2023-03-21, Callsign: OM3EI, Grid locator: JN88, Coord: (48.0, 15.9)
TRP: S, Date: 2023-03-21, Callsign: ON5VW, Grid locator: JO10, Coord: (50.0, 1.9)
TRP: S, Date: 2024-01-13, Callsign: OZ1CT, Grid locator: JO75KB, Coord: (55.04, 14.73)
TRP: S, Date: 2023-03-21, Callsign: OZ1HTB, Grid locator: JO75IC, Coord: (55.08, 14.57)
TRP: S, Date: 2023-03-21, Callsign: PA900RAALTE, Grid locator: JO22ma, Coord: (52.0, 4.9)
TRP: S, Date: 2023-03-21, Callsign: PE1MWL, Grid locator: JO22GH, Coord: (52.29, 4.4)
TRP: S, Date: 2023-03-21, Callsign: PP2BK, Grid locator: GH53KH, Coord: (-16.71, -49.27)
TRP: S, Date: 2024-01-13, Callsign: PP2RON, Grid locator: GH53JG, Coord: (-16.75, -49.35)
TRP: S, Date: 2023-03-21, Callsign: PP2RON/P, Grid locator: GH52DX, Coord: (-17.04, -49.85)
TRP: S, Date: 2023-03-21, Callsign: PR8ZX, Grid locator: GI64, Coord: (-6.0, -48.1)
TRP: S, Date: 2023-03-21, Callsign: PS7JN/P, Grid locator: HI23DL, Coord: (-6.54, -35.85)
TRP: S, Date: 2023-03-21, Callsign: PS8CW, Grid locator: GI84, Coord: (-6.0, -44.1)
TRP: S, Date: 2023-03-21, Callsign: PS8DX, Grid locator: GI84OW, Coord: (-5.08, -42.93)
TRP: S, Date: 2023-03-21, Callsign: PS8ET, Grid locator: GI84, Coord: (-6.0, -44.1)
TRP: S, Date: 2023-09-10, Callsign: PT9BM, Grid locator: GH40, Coord: (-20.0, -52.1)
TRP: S, Date: 2023-03-21, Callsign: PV8DX/P, Grid locator: HI22NV, Coord: (-7.12, -35.02)
TRP: S, Date: 2023-03-21, Callsign: PY2SDR, Grid locator: GG56, Coord: (-24.0, -50.1)
TRP: S, Date: 2023-03-21, Callsign: PY2SFY, Grid locator: GG35AA, Coord: (-25.0, -54.1)
TRP: S, Date: 2023-03-21, Callsign: PY2UGO, Grid locator: GG66, Coord: (-24.0, -48.1)
TRP: S, Date: 2023-03-21, Callsign: PY5ZUE/P, Grid locator: GG26UB, Coord: (-23.96, -54.43)
TRP: S, Date: 2023-03-21, Callsign: S01WS, Grid locator: IL46HB, Coord: (26.04, -11.52)
TRP: S, Date: 2023-03-21, Callsign: S57RX, Grid locator: JN65VN, Coord: (45.54, 13.65)
TRP: S, Date: 2023-03-21, Callsign: SM3NRY, Grid locator: JP82qe, Coord: (62.17, 17.229999999999997)
TRP: S, Date: 2023-03-21, Callsign: SN550I, Grid locator: KO02mf, Coord: (52.21, 20.9)
TRP: S, Date: 2023-03-21, Callsign: SO1WS, Grid locator: IL46, Coord: (26.0, -12.1)
TRP: S, Date: 2023-03-21, Callsign: SP2HMR, Grid locator: JO94GH, Coord: (54.29, 18.4)
TRP: S, Date: 2023-03-21, Callsign: SP5EXA, Grid locator: KO02, Coord: (52.0, 19.9)
TRP: S, Date: 2023-03-21, Callsign: SP5UFK, Grid locator: KO02mf, Coord: (52.21, 20.9)
TRP: S, Date: 2023-03-21, Callsign: SV0SYH, Grid locator: KN10LO, Coord: (40.58, 22.82)
TRP: S, Date: 2023-03-21, Callsign: SV3EXP, Grid locator: KM08, Coord: (38.0, 19.9)
TRP: S, Date: 2023-03-21, Callsign: SV3QUP, Grid locator: KM08UF, Coord: (38.21, 21.57)
TRP: S, Date: 2023-03-21, Callsign: SV5BYR, Grid locator: KM46CK, Coord: (36.42, 28.07)
TRP: S, Date: 2023-03-21, Callsign: SV9ANK, Grid locator: KM25NI, Coord: (35.33, 24.979999999999997)
TRP: S, Date: 2023-03-21, Callsign: SV9FBG, Grid locator: KM25UA, Coord: (35.0, 25.57)
TRP: S, Date: 2024-01-13, Callsign: SV9RGI, Grid locator: KM25UA, Coord: (35.0, 25.57)
TRP: S, Date: 2024-01-13, Callsign: TF1A, Grid locator: HP94bc, Coord: (64.08, -22.020000000000003)
TRP: S, Date: 2023-03-21, Callsign: TF3VP, Grid locator: HP94ad, Coord: (64.12, -22.1)
TRP: S, Date: 2024-01-13, Callsign: TK5JJ, Grid locator: JN42RH, Coord: (42.29, 9.32)
TRP: S, Date: 2023-03-21, Callsign: TN8K, Grid locator: JI55, Coord: (-5.0, 9.9)
TRP: S, Date: 2023-03-21, Callsign: TO947QO, Grid locator: JN19aa, Coord: (49.0, 1.9)
TRP: S, Date: 2023-03-21, Callsign: TO974QO, Grid locator: LG79, Coord: (-21.0, 53.9)
TRP: S, Date: 2023-03-21, Callsign: UN6PD, Grid locator: MN69, Coord: (49.0, 71.9)
TRP: S, Date: 2023-03-21, Callsign: V5/DL5XL, Grid locator: JG87MK, Coord: (-22.58, 16.9)
TRP: S, Date: 2023-03-21, Callsign: VP0GAA, Grid locator: HD15rr, Coord: (-54.29, -36.68)
TRP: S, Date: 2023-03-21, Callsign: VU2KGB/P, Grid locator: MK70XQ, Coord: (10.67, 75.82000000000001)
TRP: S, Date: 2023-03-21, Callsign: VU3ARP, Grid locator: MJ88, Coord: (8.0, 75.9)
TRP: S, Date: 2023-03-21, Callsign: VU4T, Grid locator: NK61jq, Coord: (11.67, 92.65)
TRP: S, Date: 2023-03-21, Callsign: YB1TIA, Grid locator: OI33CU, Coord: (-6.17, 106.07000000000001)
TRP: S, Date: 2023-03-21, Callsign: YC1RIK, Grid locator: OI33BX, Coord: (-6.04, 105.98)
TRP: S, Date: 2023-03-21, Callsign: YL2RN, Grid locator: KO26, Coord: (56.0, 23.9)
TRP: S, Date: 2023-03-21, Callsign: YO3DAX, Grid locator: KN34bk, Coord: (44.42, 25.979999999999997)
TRP: S, Date: 2023-03-21, Callsign: YU1FW, Grid locator: KN04FT, Coord: (44.79, 20.32)
TRP: S, Date: 2023-03-21, Callsign: YU7CD, Grid locator: JN95wg, Coord: (45.25, 19.729999999999997)
TRP: S, Date: 2023-03-21, Callsign: Z31RQ, Grid locator: KN01PA, Coord: (41.0, 21.15)
TRP: S, Date: 2023-03-21, Callsign: Z61DX, Grid locator: KN02LT, Coord: (42.79, 20.82)
TRP: S, Date: 2023-03-21, Callsign: ZD7GWM, Grid locator: IH74DB, Coord: (-15.96, -5.85)
TRP: S, Date: 2023-03-21, Callsign: ZD9VZB, Grid locator: IF32UW, Coord: (-37.08, -12.43)
TRP: S, Date: 2023-03-21, Callsign: ZD9VZV, Grid locator: IF32, Coord: (-38.0, -14.1)
TRP: S, Date: 2023-03-21, Callsign: ZP/PY5ZUE, Grid locator: GG25tx, Coord: (-24.04, -54.52)
TRP: S, Date: 2023-03-21, Callsign: ZP4/PY5ZUE, Grid locator: GG25TX, Coord: (-24.04, -54.52)
TRP: S, Date: 2023-03-21, Callsign: ZR6DM, Grid locator: KG44cg, Coord: (-25.75, 28.07)
TRP: S, Date: 2023-03-21, Callsign: ZS1ZU, Grid locator: JF96, Coord: (-34.0, 17.9)
TRP: S, Date: 2023-03-21, Callsign: ZS6AAG, Grid locator: KG44cg, Coord: (-25.75, 28.07)
TRP: S, Date: 2023-03-21, Callsign: ZS6CMC, Grid locator: KG41ML, Coord: (-28.54, 28.9)
TRP: S, Date: 2023-03-21, Callsign: ZS6CMC/4, Grid locator: KG41FL, Coord: (-28.54, 28.32)
TRP: S, Date: 2023-03-21, Callsign: ZS6CMC/P, Grid locator: KG42HX, Coord: (-27.04, 28.479999999999997)
TRP: S, Date: 2023-03-21, Callsign: ZP4/PY55ZUE, Grid locator: GG16ma, Coord: (-24.0, -57.1)
TRP: S, Date: 2023-03-21, Callsign: ZP4/PYZUE, Grid locator: GG16ma, Coord: (-24.0, -57.1)
TRP: S, Date: 2023-09-10, Callsign: 2M0SQL, Grid locator: IO87JP, Coord: (57.62, -3.35)
TRP: S, Date: 2023-03-20, Callsign: 3B8DU, Grid locator: LG89ru, Coord: (-20.17, 57.32)
TRP: S, Date: 2023-03-20, Callsign: 4L0VE, Grid locator: LN21BX, Coord: (41.96, 43.98)
TRP: S, Date: 2023-03-20, Callsign: 4S7AB, Grid locator: NJ07, Coord: (7.0, 79.9)
TRP: S, Date: 2024-01-13, Callsign: 7Z1SJ, Grid locator: LL25WG, Coord: (25.25, 45.73)
TRP: S, Date: 2023-03-20, Callsign: 9A1Z, Grid locator: JN86, Coord: (46.0, 15.9)
TRP: S, Date: 2023-03-20, Callsign: 9M2CQC, Grid locator: OJ03, Coord: (3.0, 99.9)
TRP: S, Date: 2023-03-20, Callsign: BG0AUB, Grid locator: NN23BH, Coord: (43.29, 83.98)
TRP: S, Date: 2024-01-13, Callsign: BG0CAB, Grid locator: NN33, Coord: (43.0, 85.9)
TRP: S, Date: 2024-01-13, Callsign: CU2JX, Grid locator: JO31OL, Coord: (51.46, 7.07)
TRP: S, Date: 2023-03-20, Callsign: DF9PV, Grid locator: JO30RK, Coord: (50.42, 7.32)
TRP: S, Date: 2024-01-13, Callsign: DJ7ZZ, Grid locator: JO30WK, Coord: (50.42, 7.73)
TRP: S, Date: 2023-03-20, Callsign: DL4EA, Grid locator: JN48MQ, Coord: (48.67, 8.9)
TRP: S, Date: 2023-08-20, Callsign: EA3AGB, Grid locator: JN00GQ, Coord: (40.67, 0.4)
TRP: S, Date: 2023-08-20, Callsign: EA4CYQ, Grid locator: IM78, Coord: (38.0, -6.1)
TRP: S, Date: 2023-03-20, Callsign: EA4SG, Grid locator: IN80CP, Coord: (40.62, -3.93)
TRP: S, Date: 2023-10-28, Callsign: EA5TT, Grid locator: IM99, Coord: (39.0, -2.1)
TRP: S, Date: 2023-03-20, Callsign: EA6WQ, Grid locator: JM19ho, Coord: (39.58, 2.48)
TRP: S, Date: 2023-03-20, Callsign: EA7KI, Grid locator: IM76, Coord: (36.0, -6.1)
TRP: S, Date: 2023-03-20, Callsign: EA8CXN, Grid locator: IL18SK, Coord: (28.42, -16.6)
TRP: S, Date: 2023-10-28, Callsign: EB1AO, Grid locator: IN52, Coord: (42.0, -10.1)
TRP: S, Date: 2024-01-13, Callsign: EB3JT, Grid locator: JN01UI, Coord: (41.33, 1.5699999999999998)
TRP: S, Date: 2023-03-20, Callsign: EI8KF, Grid locator: IO63MF, Coord: (53.21, -7.1)
TRP: S, Date: 2023-03-20, Callsign: EU8RA, Grid locator: KO52, Coord: (52.0, 29.9)
TRP: S, Date: 2023-03-20, Callsign: F1SMV, Grid locator: JN23WB, Coord: (43.04, 5.73)
TRP: S, Date: 2023-08-27, Callsign: F4DXV, Grid locator: JN04IU, Coord: (44.83, 0.5700000000000001)
TRP: S, Date: 2023-03-20, Callsign: F6BYJ, Grid locator: JN05DR, Coord: (45.71, 0.15)
TRP: S, Date: 2023-03-20, Callsign: F8CED, Grid locator: IN87XB, Coord: (47.04, -2.18)
TRP: S, Date: 2024-01-13, Callsign: G0MRF, Grid locator: IO91TK, Coord: (51.42, -0.52)
TRP: S, Date: 2023-03-20, Callsign: G8TZJ, Grid locator: IO84OA, Coord: (54.0, -2.93)
TRP: S, Date: 2023-03-20, Callsign: GM0ICF, Grid locator: IO75, Coord: (55.0, -6.1)
TRP: S, Date: 2024-01-13, Callsign: GU6EFB, Grid locator: IN89RK, Coord: (49.42, -2.68)
TRP: S, Date: 2023-09-10, Callsign: HB9RYZ, Grid locator: JN47FE, Coord: (47.17, 8.32)
